contractSymbol,lastTradeDate,Strike,Prix_Option,bid,ask,change,percentChange,Volume,Open_Interest,impliedVolatility,inTheMoney,contractSize,currency,Type_Option,expirationDate,Prix_Sous_Jacent,Jours_Jusqu_Maturite,Temps_Maturite_Annees,Moneyness,Log_Moneyness,Bid_Ask_Spread,Bid_Ask_Spread_Pct,Liquidity_Score,Volatilite_Implicite,Realized_Vol_10D,Realized_Vol_20D,Realized_Vol_30D,Realized_Vol_60D,IV_RV_Ratio,RSI,Vol_Rank,Delta,Gamma,Vega,Theta,VIX_Proxy,high_volume,high_oi,tight_spread,quality_score,Taux_Sans_Risque,Dividend_Yield,Rho,Vanna,Volga,Strike_Ratio,Sqrt_Time,Vol_Time,Is_Call,Log_Volume,Log_Open_Interest,Is_OTM,OTM_Distance,Delta_Gamma_Product,Vega_Volga_Ratio,Volatility_Skew,Vol_VIX_Ratio,Date_Scraping
AAPL250613C00255000,2025-05-23 14:13:48+00:00,255.0,0.06,0.04,0.06,-0.010000002,-14.285716,16.0,82.0,0.4687553125,False,REGULAR,USD,CALL,2025-06-13,195.27,18,0.049281314168377825,1.3058841603933016,0.2668803289060205,0.019999999999999997,33.33333333333333,62.199999999999996,46.87553125,39.52560320800357,32.85732736876173,35.6372341702523,52.1642721431247,1.4266385918705524,45.48857482650572,83.33333333333334,0.005991812256537041,0.0008357447035637437,0.007361616150539108,-0.010343037452388716,34.53802863219233,False,False,False,0.0,0.05,0.015,0.12566735112936347,4.410942187872126e-06,6.152431707482375e-07,1.3058841603933016,0.22199395074726208,10.406084375564244,1,2.833213344056216,4.418840607796598,1,0.2668803289060205,5.007625358149156e-06,7.35708975131303,0,1.357215020845402,2025-05-25
AAPL250613C00275000,2025-05-22 15:46:09+00:00,275.0,0.04,0.02,0.03,0.0,0.0,892.0,871.0,0.5312546875,False,REGULAR,USD,CALL,2025-06-13,195.27,18,0.049281314168377825,1.4083064474829723,0.34238788141416565,0.009999999999999998,24.999999999999993,877.3,53.12546875,39.52560320800357,32.85732736876173,35.6372341702523,52.1642721431247,1.6168530128383996,45.48857482650572,83.33333333333334,0.002226044725083162,0.00030339214010391885,0.003028729122672545,-0.004806802430161764,34.53802863219233,False,False,False,0.0,0.05,0.015,0.13552361396303902,6.742086487230971e-07,9.188926103226881e-08,1.4083064474829723,0.22199395074726208,11.793532693112711,1,6.794586580876499,6.77078942390898,1,0.34238788141416565,6.753644731100202e-07,3.028450840562733,0,1.538173163145815,2025-05-25
AAPL250620C00100000,2025-05-23 17:50:50+00:00,100.0,96.43,95.3,96.6,-11.25,-10.447623,1.0,252.0,1.3486360693359374,True,REGULAR,USD,CALL,2025-06-20,195.27,25,0.06844626967830253,0.5121114354483536,-0.6692130302643142,1.2999999999999972,1.3481281758788728,176.7,134.86360693359373,39.52560320800357,32.85732736876173,35.6372341702523,52.1642721431247,4.104521509616509,45.48857482650572,83.33333333333334,0.9809184932719898,0.0006752461103517969,0.023767182363564312,-0.07595138504958014,34.53802863219233,False,False,True,0.4,0.05,0.015,0.06844626967830253,0.002331366871338811,1.6048697445018628e-06,0.5121114354483536,0.26162237992630244,35.283337811412174,1,0.6931471805599453,5.53338948872752,0,0.0,0.0006623613971540564,23.729100248511227,0,3.904785891800714,2025-05-25
AAPL250620C00105000,2025-05-22 15:19:31+00:00,105.0,91.91,89.75,91.3,-4.619995,-4.786072,2.0,220.0,1.076176494140625,True,REGULAR,USD,CALL,2025-06-20,195.27,25,0.06844626967830253,0.5377170072207712,-0.6204228660948823,1.5499999999999972,1.6864323795016833,154.6,107.61764941406251,39.52560320800357,32.85732736876173,35.6372341702523,52.1642721431247,3.2753013720883843,45.48857482650572,83.33333333333334,0.9904700888226897,0.00046480510644387346,0.013054950491923728,-0.04138827900596362,34.53802863219233,False,False,True,0.4,0.05,0.015,0.07186858316221766,0.0012930537973311514,6.068007653018107e-07,0.5377170072207712,0.26162237992630244,28.155185561781483,1,1.0986122886681098,5.3981627015177525,0,0.0,0.0004603755550647031,13.047033541985535,0,3.1159175458484003,2025-05-25
AAPL250620C00110000,2025-05-14 16:51:09+00:00,110.0,87.3,85.2,86.3,-15.659996,-15.209786,5.0,521.0,1.1084028955078127,True,REGULAR,USD,CALL,2025-06-20,195.27,25,0.06844626967830253,0.5633225789931889,-0.5739028504599893,1.0999999999999943,1.2600229095074391,366.2,110.84028955078126,39.52560320800357,32.85732736876173,35.6372341702523,52.1642721431247,3.3733811733013885,45.48857482650572,83.33333333333334,0.9831683914403793,0.0007382317640330981,0.021355572375429257,-0.06072722897302427,34.53802863219233,False,False,True,0.4,0.05,0.015,0.07529089664613278,0.002099612374063938,1.5765361866649639e-06,0.5633225789931889,0.26162237992630244,28.998300343995865,1,1.791759469228055,6.257667587882639,0,0.0,0.0007258061359546147,21.32195753780038,0,3.209224554509427,2025-05-25
AAPL250620C00115000,2025-05-16 16:32:40+00:00,115.0,96.67,80.2,81.1,0.0,0.0,10.0,390.0,0.993164130859375,True,REGULAR,USD,CALL,2025-06-20,195.27,25,0.06844626967830253,0.5889281507656066,-0.5294510878891556,0.8999999999999915,0.9310023792282937,276.0,99.31641308593751,39.52560320800357,32.85732736876173,35.6372341702523,52.1642721431247,3.022656467803893,45.48857482650572,83.33333333333334,0.9849042362683598,0.0007504886402854716,0.019452973077047443,-0.05284477944378594,34.53802863219233,False,False,True,0.4,0.05,0.015,0.07871321013004791,0.0019159315591598378,1.4599235314103224e-06,0.5889281507656066,0.26162237992630244,25.98339635728674,1,2.3978952727983707,5.968707559985366,0,0.0,0.0007391594410884421,19.42461462506773,0,2.8755669335848055,2025-05-25
AAPL250620C00120000,2025-05-22 19:18:40+00:00,120.0,82.92,75.3,76.05,0.0,0.0,2.0,1215.0,0.9321295849609376,True,REGULAR,USD,CALL,2025-06-20,195.27,25,0.06844626967830253,0.6145337225380243,-0.4868914734703596,0.75,0.9044862518089725,851.1,93.21295849609376,39.52560320800357,32.85732736876173,35.6372341702523,52.1642721431247,2.83690019732748,45.48857482650572,83.33333333333334,0.9829330620032146,0.0008883204577494386,0.021610598403994014,-0.055029991721480445,34.53802863219233,False,False,True,0.4,0.05,0.015,0.08213552361396304,0.002124177166095962,1.9197136666475248e-06,0.6145337225380243,0.26162237992630244,24.386596041719702,1,1.0986122886681098,7.103322062526113,0,0.0,0.0008731595475757528,21.569191731847845,0,2.6988499977445586,2025-05-25
AAPL250620C00125000,2025-05-19 16:47:57+00:00,125.0,84.03,70.5,71.1,0.0,0.0,10.0,409.0,0.905274384765625,True,REGULAR,USD,CALL,2025-06-20,195.27,25,0.06844626967830253,0.6401392943104419,-0.44606947895010457,0.5999999999999943,0.714030703320236,289.29999999999995,90.52743847656251,39.52560320800357,32.85732736876173,35.6372341702523,52.1642721431247,2.755167438317858,45.48857482650572,83.33333333333334,0.9773490781528862,0.0011631365829891903,0.02748095265535206,-0.06478847150602497,34.53802863219233,False,False,True,0.4,0.05,0.015,0.08555783709787816,0.0026858483744471445,3.196410136883391e-06,0.6401392943104419,0.26162237992630244,23.684003902870206,1,2.3978952727983707,6.016157159698354,0,0.0,0.0011367904671503832,27.393392139035225,0,2.6210945459748496,2025-05-25
AAPL250620C00130000,2025-05-23 13:30:00+00:00,130.0,64.2,65.35,66.2,-12.389999,-16.177046,1.0,948.0,0.8291032714843749,True,REGULAR,USD,CALL,2025-06-20,195.27,25,0.06844626967830253,0.6657448660828595,-0.40684876579682333,0.8500000000000085,1.323987538940823,663.8999999999999,82.91032714843749,39.52560320800357,32.85732736876173,35.6372341702523,52.1642721431247,2.5233436127632944,45.48857482650572,83.33333333333334,0.9763774287693293,0.001315713092070923,0.028470209409382722,-0.06286564348032346,34.53802863219233,False,False,True,0.4,0.05,0.015,0.08898015058179329,0.002779766985965747,3.7458627253925627e-06,0.6657448660828595,0.26162237992630244,21.69119710904254,1,0.6931471805599453,6.855408798609928,0,0.0,0.0012846325658343516,28.3639619017505,0,2.4005518100462204,2025-05-25
AAPL250620C00135000,2025-05-22 18:31:34+00:00,135.0,62.27,60.4,61.3,-5.210003,-7.72081,8.0,800.0,0.7827170166015626,True,REGULAR,USD,CALL,2025-06-20,195.27,25,0.06844626967830253,0.6913504378552773,-0.36910843781397623,0.8999999999999986,1.4453187730849504,562.4,78.27170166015625,39.52560320800357,32.85732736876173,35.6372341702523,52.1642721431247,2.382168847201221,45.48857482650572,83.33333333333334,0.9716024325300905,0.0016257657414583543,0.03321112444850721,-0.06802560837257321,34.53802863219233,False,False,True,0.4,0.05,0.015,0.09240246406570841,0.0032268009301229168,5.399350836369301e-06,0.6913504378552773,0.26162237992630244,20.477628869211596,1,2.1972245773362196,6.68586094706836,0,0.0,0.0015795979491250232,33.032768939903946,0,2.266246938807633,2025-05-25
AAPL250620C00140000,2025-05-23 16:16:47+00:00,140.0,56.62,55.5,56.35,-11.829998,-17.282686,2.0,918.0,0.73437765625,True,REGULAR,USD,CALL,2025-06-20,195.27,25,0.06844626967830253,0.7169560096276949,-0.33274079364310144,0.8500000000000014,1.5012363122571557,643.1999999999999,73.437765625,39.52560320800357,32.85732736876173,35.6372341702523,52.1642721431247,2.2350498809839014,45.48857482650572,83.33333333333334,0.9662192585722278,0.002000449323320275,0.03834138929382536,-0.07271280707652936,34.53802863219233,False,False,True,0.4,0.05,0.015,0.09582477754962355,0.00370461887361091,7.67000062679922e-06,0.7169560096276949,0.26162237992630244,19.2129630192825,1,1.0986122886681098,6.823286122355687,0,0.0,0.001932872661989831,38.04954922740176,0,2.126287125622157,2025-05-25
AAPL250620C00145000,2025-05-23 18:20:44+00:00,145.0,51.4,50.8,51.55,-5.5999985,-9.824559,20.0,832.0,0.7172879833984375,True,REGULAR,USD,CALL,2025-06-20,195.27,25,0.06844626967830253,0.7425615814001126,-0.29764947383183127,0.75,1.4591439688715953,588.4,71.72879833984375,39.52560320800357,32.85732736876173,35.6372341702523,52.1642721431247,2.1830381252505062,45.48857482650572,83.33333333333334,0.9535166332439089,0.0026550031095548703,0.04970263640718578,-0.08768617205461318,34.53802863219233,False,False,True,0.4,0.05,0.015,0.09924709103353867,0.004739229053032592,1.3196065421415335e-05,0.7425615814001126,0.26162237992630244,18.765858930923734,1,3.044522437723423,6.725033642166843,0,0.0,0.002531589626274869,49.05529946616317,0,2.076806383586888,2025-05-25
AAPL250620C00150000,2025-05-23 19:10:37+00:00,150.0,46.45,45.9,46.45,-6.6899986,-12.589385,202.0,1096.0,0.65039412109375,True,REGULAR,USD,CALL,2025-06-20,195.27,25,0.06844626967830253,0.7681671531725303,-0.26374792215615,0.5500000000000043,1.1840688912809565,827.8,65.03941210937501,39.52560320800357,32.85732736876173,35.6372341702523,52.1642721431247,1.9794492528083576,45.48857482650572,83.33333333333334,0.9489859261558198,0.0031540516893867744,0.053538506248875996,-0.08649136330850823,34.53802863219233,False,False,True,0.4,0.05,0.015,0.1026694045174538,0.005080728893758874,1.6886321608151173e-05,0.7681671531725303,0.26162237992630244,17.015765785062264,1,5.313205979041787,7.00033446027523,0,0.0,0.002993150663596036,52.64945069199841,0,1.8831246219059776,2025-05-25
AAPL250620C00155000,2025-05-23 15:54:13+00:00,155.0,41.47,41.05,41.7,-6.16,-12.933024,8.0,769.0,0.614261669921875,True,REGULAR,USD,CALL,2025-06-20,195.27,25,0.06844626967830253,0.793772724944948,-0.23095809933315906,0.6500000000000057,1.5673981191222708,540.6999999999999,61.426166992187504,39.52560320800357,32.85732736876173,35.6372341702523,52.1642721431247,1.869481540686321,45.48857482650572,83.33333333333334,0.9354312077941171,0.004019671923096664,0.06444138428056306,-0.09606638399843595,34.53802863219233,False,False,True,0.4,0.05,0.015,0.10609171800136892,0.006028048192949194,2.590332230780621e-05,0.793772724944948,0.26162237992630244,16.070459998246577,1,2.1972245773362196,6.646390514847729,0,0.0,0.003760126561958414,62.814285595254596,0,1.7785081958885511,2025-05-25
AAPL250620C00160000,2025-05-23 15:31:01+00:00,160.0,36.52,36.35,36.6,-6.1800003,-14.473068,120.0,8839.0,0.5600629931640625,True,REGULAR,USD,CALL,2025-06-20,195.27,25,0.06844626967830253,0.8193782967173656,-0.1992094010185788,0.25,0.6845564074479736,6223.299999999999,56.00629931640625,39.52560320800357,32.85732736876173,35.6372341702523,52.1642721431247,1.7045299725032663,45.48857482650572,83.33333333333334,0.924045573835044,0.0049953321940997735,0.07301668102104956,-0.09889310127135403,34.53802863219233,False,True,True,0.7,0.05,0.015,0.10951403148528405,0.006747074091362612,3.647425774107628e-05,0.8193782967173656,0.26162237992630244,14.652501318023049,1,4.795790545596741,9.08704215563169,0,0.0,0.004615914603793595,70.44717268732208,0,1.6215835568624115,2025-05-25
AAPL250620C00165000,2025-05-23 19:37:03+00:00,165.0,32.25,31.6,31.85,-5.0999985,-13.654615,14.0,1771.0,0.5205126074218749,True,REGULAR,USD,CALL,2025-06-20,195.27,25,0.06844626967830253,0.8449838684897834,-0.16843774235182507,0.25,0.7751937984496124,1243.8999999999999,52.05126074218749,39.52560320800357,32.85732736876173,35.6372341702523,52.1642721431247,1.5841599092345502,45.48857482650572,83.33333333333334,0.9040510402595403,0.0064027958634403385,0.08698046906278885,-0.1075666370227973,34.53802863219233,False,False,True,0.4,0.05,0.015,0.11293634496919917,0.007863478353847703,5.569181875153248e-05,0.8449838684897834,0.26162237992630244,13.617774713535606,1,2.70805020110221,7.4798641311650265,0,0.0,0.0057884542609127195,82.39191354694069,0,1.5070709824379311,2025-05-25
AAPL250620C00170000,2025-05-23 17:42:51+00:00,170.0,27.5,26.95,27.25,-5.830002,-17.491753,24.0,3358.0,0.49927258544921876,True,REGULAR,USD,CALL,2025-06-20,195.27,25,0.06844626967830253,0.870589440262201,-0.13858477920214396,0.3000000000000007,1.0909090909090935,2357.7999999999997,49.92725854492188,39.52560320800357,32.85732736876173,35.6372341702523,52.1642721431247,1.519516727108759,45.48857482650572,83.33333333333334,0.8699764890653856,0.008294862901562292,0.10808558288846046,-0.12447324241460025,34.53802863219233,False,False,True,0.4,0.05,0.015,0.11635865845311431,0.009403191591988855,8.965550916952269e-05,0.870589440262201,0.26162237992630244,13.06208820371828,1,3.2188758248682006,8.119398589612294,0,0.0,0.00721633570437988,99.19243465380865,0,1.4455734887655256,2025-05-25
AAPL250620C00175000,2025-05-23 14:35:13+00:00,175.0,23.0,22.5,22.75,-5.59,-19.552292,39.0,3689.0,0.4639946179199219,True,REGULAR,USD,CALL,2025-06-20,195.27,25,0.06844626967830253,0.8961950120346187,-0.1095972423288916,0.25,1.0869565217391304,2593.9999999999995,46.399461791992195,39.52560320800357,32.85732736876173,35.6372341702523,52.1642721431247,1.4121496027733924,45.48857482650572,83.33333333333334,0.8323611393915729,0.010580010886120476,0.1281208744531165,-0.13504411074095876,34.53802863219233,False,False,True,0.4,0.05,0.015,0.11978097193702944,0.010664283703964073,0.00013555202464532475,0.8961950120346187,0.26162237992630244,12.139137621320536,1,3.6888794541139363,8.213381737034572,0,0.0,0.008806389915946485,112.82695259438547,0,1.3434310998498629,2025-05-25
AAPL250620C00180000,2025-05-23 19:55:36+00:00,180.0,18.32,18.25,18.5,-5.8099995,-24.07791,167.0,6248.0,0.43494217407226565,True,REGULAR,USD,CALL,2025-06-20,195.27,25,0.06844626967830253,0.9218005838070363,-0.08142636536219534,0.25,1.3646288209606987,4423.7,43.494217407226564,39.52560320800357,32.85732736876173,35.6372341702523,52.1642721431247,1.3237296180266198,45.48857482650572,83.33333333333334,0.7800837316522772,0.013322698326013559,0.15123229806600547,-0.14710423030414763,34.53802863219233,False,False,True,0.4,0.05,0.015,0.12320328542094455,0.011797385542167901,0.00020148222842831547,0.9218005838070363,0.26162237992630244,11.379060671110626,1,5.123963979403259,8.740176729929082,0,0.0,0.010392820225834204,125.87143986626889,0,1.259313838389905,2025-05-25
AAPL250620C00185000,2025-05-23 19:52:37+00:00,185.0,14.55,14.35,14.55,-5.159999,-26.1796,2180.0,4806.0,0.40930766479492187,True,REGULAR,USD,CALL,2025-06-20,195.27,25,0.06844626967830253,0.9474061555794541,-0.05402739117408084,0.20000000000000107,1.3745704467354025,4018.2,40.930766479492185,39.52560320800357,32.85732736876173,35.6372341702523,52.1642721431247,1.245711984426526,45.48857482650572,83.33333333333334,0.7116032834948091,0.016327506039292696,0.17441770474722895,-0.1575926560112483,34.53802863219233,True,False,True,0.7,0.05,0.015,0.12662559890485967,0.012411621139775626,0.0002847806127619951,0.9474061555794541,0.26162237992630244,10.708404538572468,1,7.687538766201629,8.47782846789396,0,0.0,0.011618706908842008,135.75680004407081,0,1.1850927253370012,2025-05-25
AAPL250620C00190000,2025-05-23 19:56:04+00:00,190.0,10.86,10.8,11.0,-4.0200005,-27.016132,1074.0,11670.0,0.38733522827148437,True,REGULAR,USD,CALL,2025-06-20,195.27,25,0.06844626967830253,0.9730117273518717,-0.02735914409191957,0.1999999999999993,1.8416206261510064,8491.199999999999,38.733522827148434,39.52560320800357,32.85732736876173,35.6372341702523,52.1642721431247,1.1788397270550175,45.48857482650572,83.33333333333334,0.6257634642404406,0.019150753872560992,0.19359480955554498,-0.16393435654658967,34.53802863219233,True,True,True,1.0,0.05,0.015,0.1300479123887748,0.012114455868644618,0.00037074865488035606,0.9730117273518717,0.26162237992630244,10.133556424968337,1,6.980075940561763,9.364862411412354,0,0.0,0.0119838420861098,141.23290135378073,0,1.121474628434512,2025-05-25
AAPL250620C00195000,2025-05-23 19:59:04+00:00,195.0,7.84,7.8,7.95,-3.4099998,-30.311111,1763.0,15596.0,0.36914693359375,True,REGULAR,USD,CALL,2025-06-20,195.27,25,0.06844626967830253,0.9986172991242894,-0.0013836576886588562,0.15000000000000036,1.9132653061224536,11446.099999999999,36.914693359375,39.52560320800357,32.85732736876173,35.6372341702523,52.1642721431247,1.1234843584530465,45.48857482650572,83.33333333333334,0.5249636666104096,0.0211129545250645,0.20340850790796686,-0.16317711749376546,34.53802863219233,True,True,True,1.0,0.05,0.015,0.13347022587268995,0.01067820761311188,0.00042945545774721267,0.9986172991242894,0.26162237992630244,9.65770993092936,1,7.475339236566737,9.654833867051826,0,0.0,0.011083534020456698,142.29789868971068,0,1.0688129815541185,2025-05-25
AAPL250620C00200000,2025-05-23 19:59:51+00:00,200.0,5.35,5.3,5.45,-2.7900004,-34.27519,6218.0,28949.0,0.3536441589355468,False,REGULAR,USD,CALL,2025-06-20,195.27,25,0.06844626967830253,1.0242228708967072,0.023934150295631076,0.15000000000000036,2.8037383177570163,22129.7,35.36441589355468,39.52560320800357,32.85732736876173,35.6372341702523,52.1642721431247,1.0763022657520374,45.48857482650572,83.33333333333334,0.41588672971651075,0.021589087377692436,0.19926068087651203,-0.1528142204694847,34.53802863219233,True,True,True,1.0,0.05,0.015,0.13689253935660506,0.008286987293081787,0.0004301856250381506,1.0242228708967072,0.26162237992630244,9.25212265077533,1,8.735364401103888,10.273325483001141,1,0.023934150295631076,0.008978614947072508,139.32504801339803,0,1.0239268798506955,2025-05-25
AAPL250620C00205000,2025-05-23 19:59:59+00:00,205.0,3.45,3.4,3.55,-2.05,-37.272728,5376.0,19060.0,0.34192552612304683,False,REGULAR,USD,CALL,2025-06-20,195.27,25,0.06844626967830253,1.0498284426691247,0.048626762886002414,0.1499999999999999,4.347826086956519,14954.8,34.19255261230468,39.52560320800357,32.85732736876173,35.6372341702523,52.1642721431247,1.0406370618205663,45.48857482650572,83.33333333333334,0.3089393010712166,0.02016641776024306,0.17996212805750325,-0.1335805897295921,34.53802863219233,True,True,True,1.0,0.05,0.015,0.1403148528405202,0.005559737406137383,0.00036291914554299694,1.0498284426691247,0.26162237992630244,8.94553699018646,1,8.589885876809678,9.855399641729074,1,0.048626762886002414,0.0062301990079596595,132.04167587344665,0,0.9899972281693682,2025-05-25
AAPL250620C00210000,2025-05-23 19:59:50+00:00,210.0,2.12,2.12,2.18,-1.4300001,-40.281693,7671.0,38117.0,0.33228206787109377,False,REGULAR,USD,CALL,2025-06-20,195.27,25,0.06844626967830253,1.0754340144415424,0.07272431446506297,0.06000000000000005,2.8301886792452855,28983.199999999997,33.22820678710938,39.52560320800357,32.85732736876173,35.6372341702523,52.1642721431247,1.0112875710852933,45.48857482650572,83.33333333333334,0.21386117337463134,0.01715959849496,0.1488109410203982,-0.10776310456939725,34.53802863219233,True,True,True,1.0,0.05,0.015,0.1437371663244353,0.003182488245760543,0.0002553535999567207,1.0754340144415424,0.26162237992630244,8.693242540326871,1,8.945332616563274,10.548441890494589,1,0.07272431446506297,0.003669771868769704,118.54105570377031,0,0.9620759523066095,2025-05-25
AAPL250620C00212500,2025-05-23 16:51:51+00:00,212.5,1.81,1.79,1.81,-0.98,-35.12545,1055.0,0.0,0.33789724609375,False,REGULAR,USD,CALL,2025-06-20,195.27,25,0.06844626967830253,1.0882368003277512,0.08455877211206574,0.020000000000000018,1.1049723756906087,,33.789724609375,39.52560320800357,32.85732736876173,35.6372341702523,52.1642721431247,1.028377147969123,45.48857482650572,83.33333333333334,0.18079740206690087,0.015243095981181225,0.13442457531156837,-0.09897745116104821,34.53802863219233,True,False,True,0.7,0.05,0.015,0.14544832306639288,0.002430361399027803,0.00020490467037037607,1.0882368003277512,0.26162237992630244,8.840148169359038,1,6.962243464266207,0.0,1,0.08455877211206574,0.0027559121528539826,111.56449021834031,0,0.978333910403912,2025-05-25
AAPL250620C00215000,2025-05-23 19:59:53+00:00,215.0,1.27,1.26,1.3,-0.9100001,-41.743122,22353.0,31403.0,0.32739930419921875,False,REGULAR,USD,CALL,2025-06-20,195.27,25,0.06844626967830253,1.1010395862139601,0.09625481187525714,0.040000000000000036,3.1496062992126013,28688.0,32.739930419921876,39.52560320800357,32.85732736876173,35.6372341702523,52.1642721431247,0.9964270694471801,45.48857482650572,83.33333333333334,0.1398657349581835,0.013298674473177962,0.11363364668787089,-0.08149647143782646,34.53802863219233,True,True,True,1.0,0.05,0.015,0.14715947980835042,0.001589345350997762,0.00015111768765021122,1.1010395862139601,0.26162237992630244,8.565498515081508,1,10.014760554945557,10.354690552318147,1,0.09625481187525714,0.0018600288791606693,98.71592445063759,0,0.9479385974393896,2025-05-25
AAPL250620C00220000,2025-05-23 19:59:09+00:00,220.0,0.76,0.76,0.78,-0.53999996,-41.53846,9039.0,45075.0,0.32813171874999997,False,REGULAR,USD,CALL,2025-06-20,195.27,25,0.06844626967830253,1.1266451579863779,0.11924433009995593,0.020000000000000018,2.6315789473684235,34264.2,32.813171874999995,39.52560320800357,32.85732736876173,35.6372341702523,52.1642721431247,0.9986561446928969,45.48857482650572,83.33333333333334,0.08913250356620239,0.009617768204711172,0.08236512388611503,-0.059488059912931025,34.53802863219233,True,True,True,1.0,0.05,0.015,0.15058179329226556,0.000734140969850985,7.921686696889738e-05,1.1266451579863779,0.26162237992630244,8.58466011886831,1,9.109414453386222,10.71610523307224,1,0.11924433009995593,0.0008572557588053265,76.31934452381827,0,0.9500592006694724,2025-05-25
AAPL250620C00225000,2025-05-23 19:58:42+00:00,225.0,0.48,0.47,0.49,-0.29999998,-38.461536,3859.0,21345.0,0.3347234497070312,False,REGULAR,USD,CALL,2025-06-20,195.27,25,0.06844626967830253,1.1522507297587954,0.14171718595201438,0.020000000000000018,4.1666666666666705,16099.199999999999,33.47234497070312,39.52560320800357,32.85732736876173,35.6372341702523,52.1642721431247,1.0187178219043496,45.48857482650572,83.33333333333334,0.05768322776503116,0.006754270750156765,0.05900454164288689,-0.043610276383990815,34.53802863219233,True,True,True,1.0,0.05,0.015,0.1540041067761807,0.0003403572414757911,3.985326497449578e-05,1.1522507297587954,0.26162237992630244,8.75711455294955,1,8.258422462458876,9.96861964747391,1,0.14171718595201438,0.00038960813806798055,56.74314216278783,0,0.9691446297402191,2025-05-25
AAPL250620C00230000,2025-05-23 19:59:24+00:00,230.0,0.31,0.3,0.32,-0.16999999,-35.416664,13587.0,37470.0,0.3437565625,False,REGULAR,USD,CALL,2025-06-20,195.27,25,0.06844626967830253,1.1778563015312131,0.1636960926707897,0.020000000000000018,6.451612903225811,30305.1,34.37565625,39.52560320800357,32.85732736876173,35.6372341702523,52.1642721431247,1.0462097499348586,45.48857482650572,83.33333333333334,0.03793204120397575,0.004699387559920348,0.04216121300584439,-0.03207358415939362,34.53802863219233,True,True,False,0.6,0.05,0.015,0.15742642026009582,0.00015992608689472878,1.981318799108171e-05,1.1778563015312131,0.26162237992630244,8.993440999653473,1,9.516942329280475,10.531322579448695,1,0.1636960926707897,0.0001782573625563497,41.34209431915396,0,0.9952987362445758,2025-05-25
AAPL250620C00235000,2025-05-23 19:59:14+00:00,235.0,0.22,0.21,0.22,-0.08000001,-26.666672,2163.0,28257.0,0.35547519531249994,False,REGULAR,USD,CALL,2025-06-20,195.27,25,0.06844626967830253,1.2034618733036309,0.18520229789175333,0.010000000000000009,4.545454545454549,20428.8,35.547519531249996,39.52560320800357,32.85732736876173,35.6372341702523,52.1642721431247,1.08187495386633,45.48857482650572,83.33333333333334,0.02589250141868834,0.0033142651762695383,0.030748036768197203,-0.024210350799576504,34.53802863219233,True,True,True,1.0,0.05,0.015,0.16084873374401096,7.961435856424274e-05,1.0190714749949137e-05,1.2034618733036309,0.26162237992630244,9.300026660242343,1,7.679713639966372,10.249131882325754,1,0.18520229789175333,8.581461577846838e-05,30.437853287741035,0,1.0292283879259032,2025-05-25
AAPL250620C00240000,2025-05-23 19:59:58+00:00,240.0,0.16,0.15,0.16,-0.049999997,-23.809523,1390.0,57984.0,0.36914693359375,False,REGULAR,USD,CALL,2025-06-20,195.27,25,0.06844626967830253,1.2290674450760486,0.2062557070895857,0.010000000000000009,6.250000000000005,41005.799999999996,36.914693359375,39.52560320800357,32.85732736876173,35.6372341702523,52.1642721431247,1.1234843584530465,45.48857482650572,83.33333333333334,0.01842735116424764,0.0023947777291847875,0.02307200368789781,-0.0188615753031811,34.53802863219233,True,True,False,0.6,0.05,0.015,0.16427104722792607,4.2515591401970956e-05,5.525232059944696e-06,1.2290674450760486,0.26162237992630244,9.65770993092936,1,7.237778191923443,10.967939635390804,1,0.2062557070895857,4.412941017600762e-05,22.945225989637187,0,1.0688129815541185,2025-05-25
AAPL250620C00245000,2025-05-23 19:56:44+00:00,245.0,0.12,0.11,0.13,-0.04,-25.0,1584.0,24735.0,0.387701435546875,False,REGULAR,USD,CALL,2025-06-20,195.27,25,0.06844626967830253,1.254673016848466,0.22687499429232125,0.020000000000000004,16.66666666666667,17789.7,38.7701435546875,39.52560320800357,32.85732736876173,35.6372341702523,52.1642721431247,1.179954264677876,45.48857482650572,83.33333333333334,0.014407134449699207,0.0018468259106942395,0.018687198752794155,-0.01600600208226334,34.53802863219233,True,True,False,0.6,0.05,0.015,0.1676933607118412,2.6922898491975676e-05,3.4512002854953328e-06,1.254673016848466,0.26162237992630244,10.14313722686174,1,7.368339686311381,10.116014951387148,1,0.22687499429232125,2.660746920056009e-05,18.622927300776958,0,1.1225349300495537,2025-05-25
AAPL250620C00250000,2025-05-23 19:34:34+00:00,250.0,0.09,0.09,0.1,-0.029999994,-24.999996,772.0,29905.0,0.4023497265625,False,REGULAR,USD,CALL,2025-06-20,195.27,25,0.06844626967830253,1.2802785886208838,0.24707770160984074,0.010000000000000009,11.111111111111121,21165.1,40.23497265625,39.52560320800357,32.85732736876173,35.6372341702523,52.1642721431247,1.2245357695922152,45.48857482650572,83.33333333333334,0.010878190150823324,0.0013953406040641111,0.014652265495716948,-0.013011631689701214,34.53802863219233,False,True,False,0.3,0.05,0.015,0.17111567419575632,1.5939013020275655e-05,2.0444900987701418e-06,1.2802785886208838,0.26162237992630244,10.526369302597828,1,6.650279048587422,10.305814408143789,1,0.24707770160984074,1.517878041617408e-05,14.622370204613066,0,1.164946994651213,2025-05-25
